chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	35127172	35127173	unassigned-0000673	139063	unassigned	left_end	chr1	35131763	35285115	ZMYM4	4591
chr1	35216148	35216149	unassigned-0000754	84626	unassigned	left_end	chr1	35131763	35285115	ZMYM4	0
chr1	35266263	35266264	unassigned-0000673	139063	unassigned	right_end	chr1	35131763	35285115	ZMYM4	0
chr1	35300788	35300789	unassigned-0000754	84626	unassigned	right_end	chr1	35131763	35285115	ZMYM4	15674
chr1	64892014	64892015	unassigned-0000720	87847	unassigned	left_end	chr1	65025530	65110134	AK4	133516
chr1	64979870	64979871	unassigned-0000720	87847	unassigned	right_end	chr1	65025530	65110134	AK4	45660
chr1	73856306	73856307	unassigned-0000614	51059	unassigned	left_end	chr1	73867619	74039728	LRRIQ3	11313
chr1	73873471	73873472	unassigned-0000628	39197	unassigned	left_end	chr1	73867619	74039728	LRRIQ3	0
chr1	73907370	73907371	unassigned-0000614	51059	unassigned	right_end	chr1	73867619	74039728	LRRIQ3	0
chr1	73912633	73912634	unassigned-0000628	39197	unassigned	right_end	chr1	73867619	74039728	LRRIQ3	0
chr1	98580988	98580989	unassigned-0000119	206907	unassigned	left_end	chr1	96526941	96527774	RPL7P9	2053215
chr1	98787815	98787816	unassigned-0000119	206907	unassigned	right_end	chr1	100721211	100744025	EXTL2	1933396
chr1	179392346	179392347	unassigned-0000143	83256	unassigned	left_end	chr1	179583798	179634371	LHX4	191452
chr1	179475578	179475579	unassigned-0000143	83256	unassigned	right_end	chr1	179583798	179634371	LHX4	108220
chr12	37418255	37418256	unassigned-0000733	53195	unassigned	left_end	chr12	37527623	37529787	ZNF970P	109368
chr12	37454121	37454122	unassigned-0000734	73421	unassigned	left_end	chr12	37527623	37529787	ZNF970P	73502
chr12	37470686	37470687	unassigned-0000735	62111	unassigned	left_end	chr12	37527623	37529787	ZNF970P	56937
chr12	37471392	37471393	unassigned-0000733	53195	unassigned	right_end	chr12	37527623	37529787	ZNF970P	56231
chr12	37497413	37497414	unassigned-0000783	59310	unassigned	left_end	chr12	37527623	37529787	ZNF970P	30210
chr12	37527428	37527429	unassigned-0000734	73421	unassigned	right_end	chr12	37527623	37529787	ZNF970P	195
chr12	37532630	37532631	unassigned-0000735	62111	unassigned	right_end	chr12	37527623	37529787	ZNF970P	2844
chr12	37553225	37553226	unassigned-0000783	59310	unassigned	right_end	chr12	37527623	37529787	ZNF970P	23439
chr13	5770710	5770711	unassigned-0000493	214042	unassigned	left_end	chr13	5774302	5787683	RNA45S1	3592
chr13	5771084	5771085	unassigned-0000178	211919	unassigned	left_end	chr13	5774302	5787683	RNA45S1	3218
chr13	5772025	5772026	unassigned-0000277	71102	unassigned	left_end	chr13	5774302	5787683	RNA45S1	2277
chr13	5772025	5772026	unassigned-0000789	101462	unassigned	left_end	chr13	5774302	5787683	RNA45S1	2277
chr13	5798246	5798247	unassigned-0000277	71102	unassigned	right_end	chr13	5774302	5787683	RNA45S1	10564
chr13	5798246	5798247	unassigned-0000789	101462	unassigned	right_end	chr13	5774302	5787683	RNA45S1	10564
chr13	5897584	5897585	unassigned-0000493	214042	unassigned	right_end	chr13	5868242	5881623	RNA45S1	15962
chr13	8947661	8947662	unassigned-0000407	214553	unassigned	left_end	chr13	8921292	8934673	RNA45S1	12989
chr13	9052375	9052376	unassigned-0000175	112895	unassigned	left_end	chr13	9062202	9075583	RNA45S1	9827
chr13	9059921	9059922	unassigned-0000309	172621	unassigned	left_end	chr13	9062202	9075583	RNA45S1	2281
chr13	9059921	9059922	unassigned-0000389	133792	unassigned	left_end	chr13	9062202	9075583	RNA45S1	2281
chr13	9097472	9097473	unassigned-0000677	121355	unassigned	left_end	chr13	9109172	9122553	RNA45S1	11700
chr13	9134905	9134906	unassigned-0000407	214553	unassigned	right_end	chr13	9109172	9122553	RNA45S1	12353
chr13	9153032	9153033	unassigned-0000130	122720	unassigned	left_end	chr13	9155309	9168690	RNA45S1	2277
chr13	9154027	9154028	unassigned-0000701	79972	unassigned	left_end	chr13	9155309	9168690	RNA45S1	1282
chr13	9160080	9160081	unassigned-0000134	57115	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9160080	9160081	unassigned-0000134	57115	unassigned	left_end	chr13	9158964	9160833	RNA18S1	0
chr13	9161504	9161505	unassigned-0000129	140308	unassigned	left_end	chr13	9155309	9168690	RNA45S1	0
chr13	9166883	9166884	unassigned-0000175	112895	unassigned	right_end	chr13	9155309	9168690	RNA45S1	0
chr13	9166883	9166884	unassigned-0000175	112895	unassigned	right_end	chr13	9163240	9168326	RNA28S1	0
chr13	9170487	9170488	unassigned-0000759	60869	unassigned	left_end	chr13	9155309	9168690	RNA45S1	1798
chr13	9172315	9172316	unassigned-0000129	140308	unassigned	right_end	chr13	9155309	9168690	RNA45S1	3626
chr13	9177808	9177809	unassigned-0000389	133792	unassigned	right_end	chr13	9155309	9168690	RNA45S1	9119
chr13	9179024	9179025	unassigned-0000309	172621	unassigned	right_end	chr13	9155309	9168690	RNA45S1	10335
chr13	9182452	9182453	unassigned-0000178	211919	unassigned	right_end	chr13	9155309	9168690	RNA45S1	13763
chr13	9184695	9184696	unassigned-0000148	82721	unassigned	left_end	chr13	9155309	9168690	RNA45S1	16006
chr13	9190753	9190754	unassigned-0000757	72661	unassigned	left_end	chr13	9201670	9215006	RNA45S1	10917
chr13	9196292	9196293	unassigned-0000659	49460	unassigned	left_end	chr13	9201670	9215006	RNA45S1	5378
chr13	9199246	9199247	unassigned-0000677	121355	unassigned	right_end	chr13	9201670	9215006	RNA45S1	2424
chr13	9203927	9203928	unassigned-0000385	91922	unassigned	left_end	chr13	9201670	9215006	RNA45S1	0
chr13	9218596	9218597	unassigned-0000134	57115	unassigned	right_end	chr13	9201670	9215006	RNA45S1	3591
chr13	9229134	9229135	unassigned-0000759	60869	unassigned	right_end	chr13	9201670	9215006	RNA45S1	14129
chr13	9232386	9232387	unassigned-0000130	122720	unassigned	right_end	chr13	9246540	9259894	RNA45S1	14154
chr13	9235204	9235205	unassigned-0000701	79972	unassigned	right_end	chr13	9246540	9259894	RNA45S1	11336
chr13	9240538	9240539	haplotype1-0000009	39076165	haplotype1	left_end	chr13	9246540	9259894	RNA45S1	6002
chr13	9244108	9244109	unassigned-0000757	72661	unassigned	right_end	chr13	9246540	9259894	RNA45S1	2432
chr13	9245412	9245413	unassigned-0000659	49460	unassigned	right_end	chr13	9246540	9259894	RNA45S1	1128
chr13	9267337	9267338	unassigned-0000148	82721	unassigned	right_end	chr13	9246540	9259894	RNA45S1	7444
chr13	9277942	9277943	unassigned-0000205	153171	unassigned	left_end	chr13	9295789	9309130	RNA45S1	17847
chr13	9284262	9284263	unassigned-0000141	48261	unassigned	left_end	chr13	9295789	9309130	RNA45S1	11527
chr13	9290726	9290727	unassigned-0000132	59583	unassigned	left_end	chr13	9295789	9309130	RNA45S1	5063
chr13	9293349	9293350	unassigned-0000385	91922	unassigned	right_end	chr13	9295789	9309130	RNA45S1	2440
chr13	9322234	9322235	unassigned-0000188	209830	unassigned	left_end	chr13	9295789	9309130	RNA45S1	13105
chr13	9332105	9332106	unassigned-0000141	48261	unassigned	right_end	chr13	9295789	9309130	RNA45S1	22976
chr13	9338769	9338770	haplotype1-0000009	39076165	haplotype1	right_end	chr13	9295789	9309130	RNA45S1	29640
chr13	9339357	9339358	unassigned-0000132	59583	unassigned	right_end	chr13	9295789	9309130	RNA45S1	30228
chr13	9339357	9339358	unassigned-0000205	153171	unassigned	right_end	chr13	9295789	9309130	RNA45S1	30228
chr13	9364186	9364187	unassigned-0000793	89840	unassigned	left_end	chr13	9386948	9390553	LOC100996703	22762
chr13	9373410	9373411	unassigned-0000210	7122578	unassigned	left_end	chr13	9386948	9390553	LOC100996703	13538
chr13	9432591	9432592	unassigned-0000188	209830	unassigned	right_end	chr13	9433903	9434503	MTCO3P36	1312
chr13	9432591	9432592	unassigned-0000188	209830	unassigned	right_end	chr13	9433903	9434514	MTCO3P37	1312
chr13	9454022	9454023	unassigned-0000793	89840	unassigned	right_end	chr13	9438541	9461706	LOC102723393	0
chr13	15323630	15323631	unassigned-0000210	7122578	unassigned	right_end	chr13	13918550	13919597	EIF3FP1	1404034
chr14	634290	634291	haplotype1-0000008	2906995	haplotype1	left_end	chr14	641138	642420	LOC107984150	6848
chr14	2012706	2012707	unassigned-0000493	214042	unassigned	left_end	chr14	1999183	2005879	LOC124904989	6828
chr14	2035426	2035427	unassigned-0000276	114444	unassigned	left_end	chr14	2056878	2057031	VN1R112P	21452
chr14	2056787	2056788	unassigned-0000514	59267	unassigned	left_end	chr14	2056878	2057031	VN1R112P	91
chr14	2080173	2080174	unassigned-0000493	214042	unassigned	right_end	chr14	2056878	2057031	VN1R112P	23143
chr14	2099538	2099539	unassigned-0000105	119938	unassigned	left_end	chr14	2103527	2116889	RNA45S2	3989
chr14	2100952	2100953	unassigned-0000238	52812	unassigned	left_end	chr14	2103527	2116889	RNA45S2	2575
chr14	2116062	2116063	unassigned-0000514	59267	unassigned	right_end	chr14	2103527	2116889	RNA45S2	0
chr14	2116062	2116063	unassigned-0000514	59267	unassigned	right_end	chr14	2111437	2116522	RNA28S2	0
chr14	2116834	2116835	unassigned-0000238	52812	unassigned	right_end	chr14	2103527	2116889	RNA45S2	0
chr14	2118404	2118405	unassigned-0000275	154872	unassigned	left_end	chr14	2103527	2116889	RNA45S2	1516
chr14	2118404	2118405	unassigned-0000277	71102	unassigned	left_end	chr14	2103527	2116889	RNA45S2	1516
chr14	2118404	2118405	unassigned-0000624	105217	unassigned	left_end	chr14	2103527	2116889	RNA45S2	1516
chr14	2143177	2143178	unassigned-0000275	154872	unassigned	right_end	chr14	2147806	2161161	RNA45S2	4629
chr14	2145378	2145379	haplotype1-0000008	2906995	haplotype1	right_end	chr14	2147806	2161161	RNA45S2	2428
chr14	2145378	2145379	unassigned-0000276	114444	unassigned	right_end	chr14	2147806	2161161	RNA45S2	2428
chr14	2145378	2145379	unassigned-0000277	71102	unassigned	right_end	chr14	2147806	2161161	RNA45S2	2428
chr14	2162676	2162677	unassigned-0000789	101462	unassigned	left_end	chr14	2147806	2161161	RNA45S2	1516
chr14	2183777	2183778	unassigned-0000789	101462	unassigned	right_end	chr14	2192078	2205433	RNA45S2	8301
chr14	2189650	2189651	unassigned-0000624	105217	unassigned	right_end	chr14	2192078	2205433	RNA45S2	2428
chr14	2190385	2190386	unassigned-0000105	119938	unassigned	right_end	chr14	2192078	2205433	RNA45S2	1693
chr14	2688182	2688183	unassigned-0000155	189076	unassigned	left_end	chr14	2679070	2692425	RNA45S2	0
chr14	2688182	2688183	unassigned-0000155	189076	unassigned	left_end	chr14	2686973	2692058	RNA28S2	0
chr14	2688530	2688531	unassigned-0000149	169382	unassigned	left_end	chr14	2679070	2692425	RNA45S2	0
chr14	2688530	2688531	unassigned-0000149	169382	unassigned	left_end	chr14	2686973	2692058	RNA28S2	0
chr14	2820405	2820406	unassigned-0000155	189076	unassigned	right_end	chr14	2858277	2868203	CDRT15P9	37872
chr14	2855143	2855144	unassigned-0000149	169382	unassigned	right_end	chr14	2858277	2868203	CDRT15P9	3134
chr14	3256438	3256439	haplotype1-0000009	39076165	haplotype1	left_end	chr14	3377659	3377772	RNU2-42P	121221
chr14	7506272	7506273	haplotype1-0000009	39076165	haplotype1	right_end	chr14	7616795	7616951	RNA5-8SN3	110523
chr14	29546671	29546672	unassigned-0000723	84761	unassigned	left_end	chr14	29617499	29619076	DNAJC8P1	70828
chr14	29621930	29621931	haplotype2-0000086	55492	haplotype2	left_end	chr14	29617499	29619076	DNAJC8P1	2855
chr14	29631348	29631349	unassigned-0000723	84761	unassigned	right_end	chr14	29617499	29619076	DNAJC8P1	12273
chr14	29677361	29677362	haplotype2-0000086	55492	haplotype2	right_end	chr14	29726081	29997030	RALGAPA1	48720
chr14	61541572	61541573	unassigned-0000571	142461	unassigned	left_end	chr14	60715131	61942473	GPHN	0
chr14	61684011	61684012	unassigned-0000571	142461	unassigned	right_end	chr14	60715131	61942473	GPHN	0
chr15	6067	6068	haplotype1-0000008	2906995	haplotype1	left_end	chr15	13012	20512	LOC107986338	6945
chr15	6067	6068	haplotype2-0000051	2669939	haplotype2	left_end	chr15	13012	20512	LOC107986338	6945
chr15	2274070	2274071	haplotype1-0000008	2906995	haplotype1	right_end	chr15	2271460	2274202	LOC105379488	0
chr15	2476636	2476637	unassigned-0000314	40119	unassigned	left_end	chr15	2463775	2463928	VN1R112P	12709
chr15	2477565	2477566	unassigned-0000105	119938	unassigned	left_end	chr15	2463775	2463928	VN1R112P	13638
chr15	2492173	2492174	unassigned-0000105	119938	unassigned	right_end	chr15	2510165	2523524	RNA45S3	17992
chr15	2516491	2516492	unassigned-0000314	40119	unassigned	right_end	chr15	2510165	2523524	RNA45S3	0
chr15	2613610	2613611	haplotype2-0000051	2669939	haplotype2	right_end	chr15	2595247	2608578	RNA45S3	5033
chr15	4581625	4581626	unassigned-0000188	209830	unassigned	left_end	chr15	4565342	4578682	RNA45S3	2944
chr15	4594811	4594812	unassigned-0000206	201989	unassigned	left_end	chr15	4610271	4623611	RNA45S3	15460
chr15	4633181	4633182	unassigned-0000271	72933	unassigned	left_end	chr15	4610271	4623611	RNA45S3	9571
chr15	4645336	4645337	unassigned-0000705	65138	unassigned	left_end	chr15	4655200	4668554	RNA45S3	9864
chr15	4645425	4645426	unassigned-0000452	62727	unassigned	left_end	chr15	4655200	4668554	RNA45S3	9775
chr15	4647189	4647190	unassigned-0000719	53786	unassigned	left_end	chr15	4655200	4668554	RNA45S3	8011
