chrom	gap_start	gap_end	gap_type	gap_size	strand	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	15775931	15876480	N_region_windowed	100000	-	chr1	15808776	15839678	SZRD1	0
chr1	15775931	15876480	N_region_windowed	100000	-	chr1	15837209	15879521	SPATA21	0
chr1	112962651	112970152	N_region_windowed	7500	+	chr1	112908734	112925024	LOC124904342	37628
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160606450	160606522	TRE-CTC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160606808	160606880	TRG-TCC2-3	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160607466	160607538	TRD-GTC2-3	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160608174	160608257	TRL-CAG1-3	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160609933	160610004	TRG-GCC1-3	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160613853	160613925	TRE-CTC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160614211	160614283	TRG-TCC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160614869	160614941	TRD-GTC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160615577	160615660	TRL-CAG1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160617328	160617399	TRG-GCC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160621246	160621318	TRE-CTC1-4	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160621604	160621676	TRG-TCC2-4	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160622262	160622334	TRD-GTC2-4	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160622970	160623053	TRL-CAG1-4	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160624729	160624800	TRG-GCC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160628651	160628723	TRE-CTC1-5	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160629009	160629081	TRG-TCC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160629667	160629739	TRD-GTC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160630375	160630458	TRL-CAG1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160632130	160632201	TRG-GCC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160636051	160636123	TRE-CTC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160636409	160636481	TRG-TCC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160637067	160637139	TRD-GTC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160637775	160637858	TRL-CAG1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160639534	160639605	TRG-GCC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160643450	160643522	TRE-CTC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160643808	160643880	TRG-TCC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160644466	160644538	TRD-GTC2-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160645174	160645257	TRL-CAG1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160646900	160646971	TRG-GCC1-1	0
chr1	160603615	160703462	N_region_windowed	100000	+	chr1	160650808	160650880	TRE-CTC1-1	0
