chrom	end_start	end_end	contig_name	contig_length	haplotype	end_side	nearest_gene_chrom	nearest_gene_start	nearest_gene_end	nearest_gene_name	distance
chr1	144915	144916	haplotype1-0000031	190128	haplotype1	left_end	chr1	144133	146717	SEPTIN14P22	0
chr1	321567	321568	haplotype1-0000033	72896	haplotype1	left_end	chr1	297044	306720	FAM41C	14848
chr1	332937	332938	haplotype1-0000031	190128	haplotype1	right_end	chr1	297044	306720	FAM41C	26218
chr1	394421	394422	haplotype1-0000033	72896	haplotype1	right_end	chr1	403906	411933	PERM1	9485
chr1	732957	732958	unassigned-0000379	13149	unassigned	left_end	chr1	709442	723551	SCNN1D	9407
chr1	746003	746004	unassigned-0000379	13149	unassigned	right_end	chr1	709442	723551	SCNN1D	22453
chr1	4962390	4962391	unassigned-0000784	63875	unassigned	left_end	chr1	5710665	5725241	RPL22	748275
chr1	4991851	4991852	unassigned-0000354	74405	unassigned	left_end	chr1	5710665	5725241	RPL22	718814
chr1	5023074	5023075	unassigned-0000784	63875	unassigned	right_end	chr1	5710665	5725241	RPL22	687591
chr1	5066246	5066247	unassigned-0000354	74405	unassigned	right_end	chr1	5710665	5725241	RPL22	644419
chr1	16263788	16263789	unassigned-0001003	13947	unassigned	left_end	chr1	16259756	16274159	LOC124900386	0
chr1	16277735	16277736	unassigned-0001003	13947	unassigned	right_end	chr1	16273049	16277896	MST1P2	0
chr1	16277865	16277866	unassigned-0001005	43308	unassigned	left_end	chr1	16273049	16277896	MST1P2	0
chr1	16282474	16282475	unassigned-0001004	10875	unassigned	left_end	chr1	16283979	16284709	CROCCP4	1505
chr1	16293350	16293351	unassigned-0001004	10875	unassigned	right_end	chr1	16294285	16294449	LOC124905321	935
chr1	16311596	16311597	unassigned-0000799	20478	unassigned	left_end	chr1	16307318	16308325	LOC124903857	3272
chr1	16321137	16321138	unassigned-0001005	43308	unassigned	right_end	chr1	16319772	16334879	LOC124904557	0
chr1	16332071	16332072	unassigned-0000799	20478	unassigned	right_end	chr1	16319772	16334879	LOC124904557	0
chr1	16447459	16447460	unassigned-0000443	53744	unassigned	left_end	chr1	16449561	16450568	LOC124903857	2102
chr1	16508533	16508534	unassigned-0000443	53744	unassigned	right_end	chr1	16509387	16524500	LOC124904557	854
chr1	31091529	31091530	unassigned-0000298	41333	unassigned	left_end	chr1	31764400	31796321	PTP4A2	672871
chr1	31132835	31132836	unassigned-0000298	41333	unassigned	right_end	chr1	31764400	31796321	PTP4A2	631565
chr1	52318849	52318850	unassigned-0001013	66808	unassigned	left_end	chr1	52286070	52302304	PRPF38A	16546
chr1	52385678	52385679	unassigned-0001013	66808	unassigned	right_end	chr1	52286070	52302304	PRPF38A	83375
chr1	56792491	56792492	unassigned-0000258	18239	unassigned	left_end	chr1	56873659	58424702	DAB1	81168
chr1	56810967	56810968	unassigned-0000258	18239	unassigned	right_end	chr1	56873659	58424702	DAB1	62692
chr1	56903442	56903443	unassigned-0000720	31972	unassigned	left_end	chr1	56873659	58424702	DAB1	0
chr1	56935265	56935266	unassigned-0000720	31972	unassigned	right_end	chr1	56873659	58424702	DAB1	0
chr1	83070490	83070491	unassigned-0000793	112061	unassigned	left_end	chr1	83127453	83154168	LOC105378816	56963
chr1	83134830	83134831	unassigned-0000835	79676	unassigned	left_end	chr1	83127453	83154168	LOC105378816	0
